MSISDN1,PIN,MSISDN2,AMOUNT
8801700400627,MjE3Nwo=,1700407106,26
8801700400628,Mzc2OQo=,1700413170,24
8801700400629,OTQ5OAo=,1700413617,21
8801700400630,ODYxMAo=,1700406004,24
8801700400631,MDg2Nwo=,1700417513,21
8801700400632,NzcwNQo=,1700405110,20
8801700400633,MTk5OQo=,1700402772,24
8801700400634,MTc2OAo=,1700406129,25
8801700400635,NjgxMAo=,1700427016,21
8801700400636,OTU1Nwo=,1700406685,22
8801700400637,NzE0NAo=,1700413876,21
8801700400638,MjY5OQo=,1700409364,22
8801700400639,NzM4Ngo=,1700410851,25
8801700400640,MDI3MQo=,1700416545,22
8801700400641,NjE5Mgo=,1700425599,24
8801700400642,ODIxNwo=,1700409043,27
8801700400643,OTU3NQo=,1700411922,21
8801700400644,MDM5Mgo=,1700420968,24
8801700400645,NzkzNwo=,1700403397,24
8801700400646,MzY3MQo=,1700409046,21
8801700400647,NzQ1NAo=,1700402460,26
8801700400648,NjEyMQo=,1700402816,27
8801700400649,NjcyNwo=,1700405145,25
8801700400650,NTIxNAo=,1700414914,25
8801700400651,NzA5Mgo=,1700403786,25
8801700400652,NjgwNwo=,1700417737,21
8801700400653,NTQ4NQo=,1700428229,21
8801700400654,OTQ2MAo=,1700420728,20
8801700400655,NDc2Mgo=,1700406742,26
8801700400656,MzYzOAo=,1700404284,20
8801700400657,MDg0Mgo=,1700427685,23
8801700400658,MTQ5Nwo=,1700427981,21
8801700400659,NTAyMwo=,1700407927,21
8801700400660,NjY1OAo=,1700403346,23
8801700400661,MDg2MAo=,1700425710,21
8801700400662,Nzc0Mwo=,1700411943,23
8801700400663,MzM5OAo=,1700404555,27
8801700400664,Mjg4MAo=,1700405010,23
8801700400665,MjgwMwo=,1700417784,21
8801700400666,NTI0Mwo=,1700408119,27
8801700400667,NTcyMQo=,1700415458,25
8801700400668,NjMzNAo=,1700412574,24
8801700400669,MTc2Nwo=,1700422938,21
8801700400670,OTMzNAo=,1700412413,25
8801700400671,ODkxMgo=,1700407562,25
8801700400672,NzY4OAo=,1700423260,24
8801700400673,MjE2NAo=,1700403217,20
8801700400674,MDM5NAo=,1700404613,22
8801700400675,NTQ5OAo=,1700410127,23
8801700400676,MjU2Mwo=,1700424261,23
8801700400677,ODQxMQo=,1700418039,21
8801700400678,OTU1Nwo=,1700402526,20
8801700400679,MTAyOQo=,1700409870,27
8801700400680,NDEwMwo=,1700402783,25
8801700400681,NjkzMgo=,1700424696,20
8801700400682,Nzc3MAo=,1700411249,26
8801700400683,NjMxMwo=,1700412706,22
8801700400684,ODQxMgo=,1700411606,22
8801700400685,Njc4NQo=,1700427846,27
8801700400686,NTY1MAo=,1700402401,20
8801700400687,MzcyNgo=,1700427004,21
8801700400688,NTk1OQo=,1700425246,25
8801700400689,MTAzNwo=,1700412891,27
8801700400690,OTg4NQo=,1700409545,27
8801700400691,NTIzNgo=,1700409785,24
8801700400692,MTkxNgo=,1700413600,24
8801700400693,MzEyMAo=,1700404326,24
8801700400694,OTEzMwo=,1700402926,24
8801700400695,MzA4Nwo=,1700418428,21
8801700400696,NzI1NQo=,1700415991,26
8801700400697,NzkwNwo=,1700407644,25
8801700400698,NDc5OQo=,1700403958,22
8801700400699,NzgzOQo=,1700409648,21
8801700400700,NTg3NQo=,1700416331,20
8801700400701,NjU1MQo=,1700403132,24
8801700400702,NzU1NQo=,1700411639,21
8801700400703,MTIxNAo=,1700421785,25
8801700400704,NjM1MQo=,1700410686,24
8801700400705,NTIwOQo=,1700407681,26
8801700400706,Mzc1NAo=,1700418380,25
8801700400707,MDc5MAo=,1700409687,25
8801700400708,MjQzOQo=,1700422140,20
8801700400709,Mzc4OAo=,1700404762,20
8801700400711,MjIxMAo=,1700402386,22
8801700400712,MTE2MQo=,1700402648,25
8801700400713,Mzc2NQo=,1700403965,22
8801700400714,MTQyOAo=,1700412446,23
8801700400715,NzQ3Nwo=,1700411603,22
8801700400716,MjYwMgo=,1700413409,24
8801700400717,MDE5Mgo=,1700423413,23
8801700400718,ODAwMgo=,1700415058,21
8801700400719,Mjk1Mwo=,1700403266,26
8801700400720,MjY3NQo=,1700422132,25
8801700400721,NDA4OAo=,1700406712,26
8801700400722,MTE1NQo=,1700421086,26
8801700400723,ODkxMAo=,1700407083,25
8801700400724,Njg0MAo=,1700425828,26
8801700400725,NzQ3NAo=,1700424772,22
8801700400726,ODYwNQo=,1700407642,20
8801700400727,NjMzNAo=,1700411585,27
8801700400728,Mjc3OQo=,1700420859,21
8801700400729,MTE3MQo=,1700404114,24
8801700400730,Mzk5Nwo=,1700409027,23
8801700400731,MzE4NQo=,1700410811,23
8801700400732,MzU4Nwo=,1700416188,22
8801700400733,NDE2MQo=,1700404570,26
8801700400734,MjY0Mgo=,1700402480,26
8801700400735,MjcxOAo=,1700409040,27
8801700400736,MzUyNgo=,1700406191,22
8801700400737,OTc0NQo=,1700408970,24
8801700400738,MTM0OQo=,1700405823,27
8801700400739,MjQ4Mgo=,1700403796,25
8801700400740,MjcxNQo=,1700402398,26
8801700400741,NTc0MAo=,1700422826,22
8801700400742,OTMyMgo=,1700410442,25
8801700400743,MDIwNgo=,1700410569,22
8801700400744,MDMzNgo=,1700411311,27
8801700400745,NTUwMgo=,1700406482,27
8801700400746,MTQyNgo=,1700405736,23
8801700400747,MTM1Mwo=,1700415364,21
8801700400748,ODk0NAo=,1700402695,25
8801700400749,MzM3OAo=,1700405769,20
8801700400750,MzU4Ngo=,1700428248,21
8801700400751,ODY0MAo=,1700411870,27
8801700400752,ODk3Ngo=,1700403226,22
8801700400753,NjQ4NAo=,1700421564,25
8801700400754,MTMxOAo=,1700404126,23
8801700400755,OTk0MQo=,1700406000,21
8801700400756,NjQ3MAo=,1700410749,25
8801700400757,OTU5Ngo=,1700419649,22
8801700400758,Njg1MQo=,1700414590,20
8801700400759,MjMzMQo=,1700410766,26
8801700400760,MjcwOAo=,1700416829,20
8801700400761,MTIwMQo=,1700406152,24
8801700400762,NDM1Mgo=,1700412365,21
8801700400763,MDQyNgo=,1700403080,21
8801700400764,NTk1OQo=,1700404746,22
8801700400765,Mjc1OQo=,1700418877,23
8801700400766,NjE5OQo=,1700404088,21
8801700400767,ODA0Mgo=,1700404798,25
8801700400768,NTQ0Nwo=,1700421785,20
8801700400769,NjYyMwo=,1700420703,21
8801700400770,MTQwMwo=,1700413240,24
8801700400771,NjczOQo=,1700402854,25
8801700400772,OTUzMAo=,1700419091,20
8801700400773,NzE3MAo=,1700414622,23
8801700400774,ODU1NQo=,1700409807,27
8801700400775,NTQwNAo=,1700423747,25
8801700400776,ODM0Mwo=,1700425003,26
8801700400777,ODE2OAo=,1700402127,20
8801700400778,NjYyNgo=,1700408074,27
8801700400779,MjYxNwo=,1700427051,25
8801700400780,Mzg3OAo=,1700409159,22
8801700400781,NjM3MQo=,1700406301,25
8801700400782,MTcyNAo=,1700421206,22
8801700400783,NDgwMgo=,1700427551,22
8801700400784,MjI4MQo=,1700420604,24
8801700400785,NzcxNwo=,1700424202,24
8801700400786,Njc1Ngo=,1700421339,25
8801700400787,MTAyMwo=,1700424081,27
8801700400788,MDcyNgo=,1700427286,21
8801700400789,NDI2MQo=,1700406697,25
8801700400790,NzY0OQo=,1700428865,20
8801700400791,MTc1MQo=,1700403377,23
8801700400792,MDU4OAo=,1700425383,24
8801700400793,NDc1OAo=,1700408783,24
8801700400794,MDMyNwo=,1700410146,20
8801700400795,MTUxMwo=,1700413911,21
8801700400796,ODEzOQo=,1700423264,25
8801700400797,NTg2NAo=,1700414681,23
8801700400798,NTE4Nwo=,1700427742,27
8801700400799,NDM3Mwo=,1700407661,20
8801700400800,NzY1Mgo=,1700414507,23
8801700400801,MDc2MQo=,1700424634,23
8801700400802,ODQ3NQo=,1700402550,23
8801700400803,NDczMQo=,1700410387,25
8801700400804,NzA0Nwo=,1700414637,22
8801700400805,OTU0OAo=,1700415170,27
8801700400806,NDI3MAo=,1700410154,27
8801700400807,OTc1Mwo=,1700416089,26
8801700400808,NTg3Nwo=,1700406663,25
8801700400809,Nzg0Mwo=,1700404319,20
8801700400810,OTgyNQo=,1700402980,22
8801700400811,MDMxOQo=,1700409172,23
8801700400812,ODI4Nwo=,1700407210,27
8801700400813,OTU3Ngo=,1700403624,20
8801700400814,OTMyOAo=,1700403006,20
8801700400815,NDc4Mwo=,1700402924,22
8801700400816,ODI1Ngo=,1700411218,21
8801700400817,MjczOAo=,1700415164,24
8801700400818,NzgyMwo=,1700414356,23
8801700400819,NDY5Mgo=,1700426528,27
8801700400820,MTA4MQo=,1700424554,24
8801700400821,MDQ3NQo=,1700423817,23
8801700400822,NjkzMQo=,1700402292,25
8801700400823,Mjc0OAo=,1700402792,27
8801700400824,NzYzMAo=,1700414085,21
8801700400825,MDk5Nwo=,1700427943,23
8801700400826,MzYzMAo=,1700427530,23
8801700400827,MTc3NAo=,1700405288,26
8801700400828,ODk0MAo=,1700419660,25
8801700400829,OTkzMwo=,1700414485,27
8801700400830,NTkzMAo=,1700405794,20
8801700400831,NDAyNgo=,1700422554,26
8801700400832,Njg3Ngo=,1700405302,27
8801700400833,NzIxMQo=,1700416470,27
8801700400834,OTM0Mwo=,1700418328,24
8801700400835,NDg3Ngo=,1700414625,21
8801700400836,NjY4MAo=,1700421326,22
8801700400837,NzUxMAo=,1700424523,22
8801700400838,NzI5OQo=,1700402059,24
8801700400839,NzAxMwo=,1700412471,27
8801700400840,OTU4Mwo=,1700406984,24
8801700400841,NTM5Mgo=,1700408002,24
8801700400842,NzEzNgo=,1700403509,23
8801700400843,MTE1NQo=,1700408886,25
8801700400844,NDkzMgo=,1700424774,20
8801700400845,OTYzMQo=,1700424459,22
8801700400846,NTI3NQo=,1700412346,21
8801700400847,NzA3OQo=,1700406960,20
8801700400848,OTQ3Mwo=,1700404925,23
8801700400849,MzE5MQo=,1700406807,25
8801700400850,NjYxMQo=,1700418837,20
8801700400851,ODQ3Mgo=,1700403978,26
8801700400852,NjQ0MQo=,1700426730,25
8801700400853,MTYyMAo=,1700415956,25
8801700400854,MDE3MAo=,1700410546,22
8801700400855,MDE5Mgo=,1700402283,24
8801700400856,ODQxNAo=,1700427143,21
8801700400857,NzEyMQo=,1700425950,23
8801700400858,OTE3MQo=,1700411263,25
8801700400859,OTQ4Mgo=,1700426703,22
8801700400860,ODIwMwo=,1700417792,26
8801700400861,MDQyNQo=,1700405286,21
8801700400862,Mjk0MAo=,1700406872,26
8801700400863,MzYyNAo=,1700415008,25
8801700400864,Mjk5NAo=,1700407321,21
8801700400865,ODc0Ngo=,1700406201,25
8801700400866,MDE4OAo=,1700402176,27
8801700400867,MDkwNwo=,1700420651,23
8801700400868,ODk2NAo=,1700404365,25
8801700400869,MDIzNQo=,1700414373,22
8801700400870,ODA0Ngo=,1700409918,23
8801700400871,OTc4OQo=,1700420820,22
8801700400872,NTY5OAo=,1700423910,21
8801700400873,NzM5Mgo=,1700405586,27
8801700400874,NDk1Mgo=,1700427559,27
8801700400875,MjUzMwo=,1700411961,26
8801700400876,OTY0NAo=,1700403445,22
8801700400877,MDE4Mwo=,1700428067,27
8801700400878,OTcyMgo=,1700407679,27
8801700400879,Nzc4OQo=,1700408652,21
8801700400880,MzYxMgo=,1700421238,24
8801700400881,MDc2MAo=,1700404978,20
8801700400882,MTI1Mgo=,1700404035,25
8801700400883,NDA5OQo=,1700409724,24
8801700400884,MjMwNwo=,1700406829,22
8801700400885,NzU2NQo=,1700424305,20
8801700400886,MjI4NQo=,1700407632,20
8801700400887,MjAxOAo=,1700413438,24
8801700400888,MTQzOAo=,1700403729,27
8801700400889,MTY2Mgo=,1700418573,26
8801700400890,NzQyNgo=,1700417728,21
8801700400891,OTU0OAo=,1700419033,27
8801700400892,OTAzMwo=,1700421877,21
8801700400893,NTQ5OQo=,1700419939,22
8801700400894,NzE1NQo=,1700428593,20
8801700400895,MzMyMQo=,1700415655,21
8801700400896,NjE5Mwo=,1700425826,20
8801700400897,Mjc5OQo=,1700420088,23
8801700400898,MDkxOAo=,1700403191,22
8801700400899,NzgxNQo=,1700422467,24
8801700400900,ODY4MQo=,1700403798,25
8801700400901,MzI3Ngo=,1700409607,25
8801700400902,NzkyOQo=,1700427564,20
8801700400903,NTc3Nwo=,1700426103,20
8801700400904,OTU3Mwo=,1700421295,22
8801700400905,ODU4Mwo=,1700412086,25
8801700400906,NjQ4NAo=,1700423429,25
8801700400907,NzIzMQo=,1700421978,24
8801700400908,NTY2NQo=,1700406481,25
8801700400909,MjQxOQo=,1700403544,20
8801700400910,MzY0Nwo=,1700417206,25
8801700400911,ODM3MQo=,1700417700,26
8801700400912,OTEzOAo=,1700407222,27
8801700400913,ODc1NAo=,1700408482,22
8801700400914,NjAwMQo=,1700406355,24
8801700400915,OTc0NAo=,1700407081,23
8801700400916,MDIxOAo=,1700403042,22
8801700400917,NjM0Mgo=,1700402228,26
8801700400918,NjAyNQo=,1700409122,27
8801700400919,MjAzMwo=,1700405501,21
8801700400920,NjgxOQo=,1700405416,22
8801700400921,NDgyNgo=,1700424428,25
8801700400922,OTg3Nwo=,1700406180,26
8801700400923,NjQzNwo=,1700406990,27
8801700400924,NDc5NAo=,1700407298,21
8801700400925,ODQyMQo=,1700406941,20
8801700400926,OTQzNAo=,1700412987,20
8801700400927,OTUyMwo=,1700407689,22
8801700400928,NzY2Mgo=,1700408221,23
8801700400929,MDcwNgo=,1700422582,24
8801700400931,ODEwMQo=,1700412317,22
8801700400932,MTk2OQo=,1700424461,22
8801700400933,NjQ0NQo=,1700412089,22
8801700400934,ODI0Mwo=,1700403453,23
8801700400935,MDM5OQo=,1700417862,21
8801700400936,OTU5NQo=,1700423396,20
8801700400937,NDE4NQo=,1700417424,24
8801700400938,ODUzNgo=,1700403384,21
8801700400939,NjQ4MQo=,1700403747,22
8801700400940,MDA3Mwo=,1700426291,26
8801700400941,OTE5Mgo=,1700425332,21
8801700400942,Mjg3Mgo=,1700412270,27
8801700400943,NTg4NAo=,1700402273,25
8801700400944,NzQ2OQo=,1700422098,25
8801700400945,MzI0Mgo=,1700427757,23
8801700400946,NDIwMAo=,1700419409,25
8801700400947,OTIwMgo=,1700403821,23
8801700400948,MTIyOAo=,1700421827,25
8801700400949,NDYwMQo=,1700403394,22
8801700400950,NzY0Mgo=,1700425081,22
8801700400951,NTM3NQo=,1700404080,23
8801700400952,OTI4Nwo=,1700407805,22
8801700400953,ODE1Mgo=,1700418840,24
8801700400954,MTU2OAo=,1700406146,23
8801700400955,MjQyNQo=,1700407341,26
8801700400956,NTgyOQo=,1700425624,26
8801700400957,NjE4Mwo=,1700403780,21
8801700400958,NjE0Mwo=,1700420096,27
8801700400959,ODEzOQo=,1700406683,26
8801700400960,MTEwNwo=,1700402956,24
8801700400961,NjY4NAo=,1700417179,21
8801700400962,NDMwNwo=,1700414724,26
8801700400963,NDI0MQo=,1700412275,20
8801700400964,MDE4NAo=,1700403243,22
8801700400965,NjM0Ngo=,1700412173,21
8801700400966,MDUzNQo=,1700406960,24
8801700400967,NjY4Nwo=,1700404287,27
8801700400968,NDM1NQo=,1700415173,26
8801700400969,NzA3Nwo=,1700408992,23
8801700400970,NDIyOAo=,1700403479,21
8801700400971,MzIyNgo=,1700411581,22
8801700400972,MzkwOQo=,1700423944,20
8801700400973,OTIxNAo=,1700423892,21
8801700400974,MDgyOAo=,1700416167,25
8801700400975,MDYyNQo=,1700418709,24
8801700400976,NTk5Ngo=,1700425239,27
8801700400977,OTg3Mgo=,1700411207,25
8801700400978,NjM5Mgo=,1700417415,26
8801700400979,MjI1NQo=,1700409988,22
8801700400980,ODE3OAo=,1700404049,27
8801700400981,NzkxNAo=,1700406408,22
8801700400982,MTMzNwo=,1700403663,26
8801700400983,NDg2MQo=,1700404190,25
8801700400984,MzY0Ngo=,1700405483,21
8801700400985,MTI5Nwo=,1700403364,22
8801700400986,NzM2OQo=,1700402106,26
8801700400987,MjAwMAo=,1700405237,27
8801700400988,NjM4NQo=,1700405630,23
8801700400989,ODMxMAo=,1700427949,26
8801700400990,NDE4OQo=,1700404134,27
8801700400991,MjIyMAo=,1700426355,27
8801700400992,NzE0MQo=,1700411883,21
8801700400993,MzczNgo=,1700417431,22
8801700400994,MjQ1Mgo=,1700413437,21
8801700400995,NzQ0Nwo=,1700404522,23
8801700400996,NzQ3Ngo=,1700424977,27
8801700400997,Njg5Mgo=,1700405022,21
8801700400998,MTQ0Ngo=,1700422121,23
8801700400999,MDUyMAo=,1700402430,27
8801700401000,ODgyMQo=,1700428168,27
8801700401001,NDgzMAo=,1700421963,22
8801700401002,MDkwOQo=,1700423766,26
8801700401003,Mzc0NAo=,1700413552,22
8801700401004,MDk1OAo=,1700422973,22
8801700401005,OTM1Nwo=,1700421737,23
8801700401006,OTQ5NQo=,1700406768,22
8801700401007,MTYyNQo=,1700403866,20
8801700401008,NTUxNQo=,1700423477,25
8801700401009,NTczNAo=,1700422951,20
8801700401010,NTI0Nwo=,1700412821,21
8801700401011,MjU2Ngo=,1700427302,20
8801700401012,MjQwMQo=,1700417670,25
8801700401013,MTk4Nwo=,1700403693,24
8801700401014,NTc0MAo=,1700409515,26
8801700401015,NzYzOAo=,1700420463,22
8801700401016,MDQ1MAo=,1700427808,24
8801700401017,MzcyNAo=,1700419231,26
8801700401018,NDU2OQo=,1700415104,26
8801700401019,MDAzOAo=,1700424420,21
8801700401020,NTUzMQo=,1700406695,23
8801700401021,NTgxNgo=,1700406770,27
8801700401022,NjU5Mgo=,1700428254,25
8801700401023,MjYyOAo=,1700404840,24
8801700401024,MzM2NAo=,1700419199,21
8801700401025,Nzg3MQo=,1700424963,22
8801700401026,MzE0MQo=,1700427778,26
8801700401027,NzAzMQo=,1700423006,25
8801700401028,MzMzNwo=,1700421229,22
8801700401029,NjM5Mgo=,1700424925,20
8801700401030,MjgwNAo=,1700404280,24
8801700401031,NzM4NQo=,1700414840,22
8801700401032,NTY3Ngo=,1700408388,20
8801700401033,NTEzNwo=,1700416482,20
8801700401034,NjE4OQo=,1700408615,21
8801700401035,OTE1OAo=,1700412056,22
8801700401036,Mzg3NAo=,1700414439,26
8801700401037,NDgzNgo=,1700423960,22
8801700401038,NjAxNAo=,1700408805,22
8801700401039,MDQ3NAo=,1700403112,26
8801700401040,ODY0NAo=,1700421062,23
8801700401041,MTA1MAo=,1700420201,26
8801700401042,OTgyNwo=,1700417923,20
8801700401043,NTY4NAo=,1700421546,24
8801700401044,NjI0OQo=,1700427935,20
8801700401045,NzQ5MAo=,1700426274,22
8801700401046,Nzc3MAo=,1700428613,24
8801700401047,ODk0NAo=,1700404165,22
8801700401048,MDY1Mwo=,1700404473,20
8801700401049,MTg3MAo=,1700403244,27
8801700401050,Mzg0Mgo=,1700407373,23
8801700401051,ODMwMQo=,1700424680,24
8801700401052,MTI1Nwo=,1700402800,25
8801700401053,OTY5Ngo=,1700410823,24
8801700401054,ODU1Mwo=,1700406727,21
8801700401055,NDg4NAo=,1700413052,22
8801700401056,NjU1MAo=,1700426668,26
8801700401057,MTMxMgo=,1700419879,22
8801700401058,MzgxNwo=,1700413582,20
8801700401059,NzAxMwo=,1700410759,21
8801700401060,OTU2Mgo=,1700406705,23
8801700401061,OTg3OQo=,1700404749,25
8801700401062,NDg5Mgo=,1700418537,22
8801700401063,MzQzMwo=,1700425175,25
8801700401064,NTE0NAo=,1700426644,22
8801700401065,NDk1MAo=,1700402684,26
8801700401066,NjQ2NAo=,1700403300,27
8801700401067,MDc5OAo=,1700406857,22
8801700401068,NTI4MAo=,1700422754,22
8801700401069,MDgwNgo=,1700425922,21
8801700401070,Mzg0OQo=,1700416565,24
8801700401071,Mzc3OQo=,1700418348,27
8801700401072,NDkzNgo=,1700404113,23
8801700401073,NjE5NQo=,1700413483,24
8801700401074,MTIzMgo=,1700405959,25
8801700401075,MTkxNgo=,1700421734,23
8801700401076,ODg0OAo=,1700421647,20
8801700401077,MzU1Nwo=,1700411505,23
8801700401078,NDQ1NAo=,1700407171,23
8801700401079,NjA2MAo=,1700402477,23
8801700401080,OTE0Mwo=,1700404659,24
8801700401081,ODgzNwo=,1700424370,25
8801700401082,MTg5Nwo=,1700412273,24
8801700401083,MDE2OQo=,1700418107,22
8801700401084,MjEzOQo=,1700424707,26
8801700401085,NTIzNgo=,1700406218,20
8801700401086,MjcxMwo=,1700410680,22
8801700401087,Mjc4NAo=,1700418946,22
8801700401088,MDM1OAo=,1700426321,27
8801700401089,NDc1Mwo=,1700406625,20
8801700401090,MTA5Mwo=,1700411117,27
8801700401091,NjQwMgo=,1700424258,23
8801700401092,MjUzOAo=,1700414764,22
8801700401093,NTcyMQo=,1700420482,20
8801700401094,MDM5NAo=,1700416144,20
8801700401095,ODIzMgo=,1700407840,24
8801700401096,NDk5OQo=,1700411579,26
8801700401097,MDY4Mgo=,1700403972,20
8801700401098,NjUwMwo=,1700424937,23
8801700401099,NTU5Nwo=,1700402819,26
8801700401100,NzI1MAo=,1700421929,22
8801700401101,NTQxOAo=,1700405038,25
8801700401102,NTAxMQo=,1700409480,21
8801700401103,ODY0MQo=,1700410698,20
8801700401104,NTYwNAo=,1700425804,23
8801700401105,NzcxMgo=,1700425764,24
8801700401106,Mzc1NAo=,1700415550,21
8801700401107,NTkzMAo=,1700424519,26
8801700401108,Mjc2Mgo=,1700418732,23
8801700401109,NDc0MQo=,1700410345,22
8801700401110,NTUxNgo=,1700411857,27
8801700401111,NTc3MQo=,1700402167,25
8801700401112,Mjk4MQo=,1700405435,23
8801700401113,MDg2OAo=,1700412546,23
8801700401114,ODY2Ngo=,1700416283,25
8801700401115,ODQ3Mwo=,1700419742,26
8801700401116,OTgwMAo=,1700402226,25
8801700401117,MjU5MAo=,1700425660,22
8801700401118,NjYyMQo=,1700413696,23
8801700401119,MzgxOQo=,1700425205,22
8801700401120,MDcxOAo=,1700422330,26
8801700401121,NzI5NQo=,1700428495,23
8801700401122,ODk4MAo=,1700403989,24
8801700401123,OTM2Nwo=,1700402027,27
8801700401124,MjUwMgo=,1700413106,23
8801700401125,NDU0OAo=,1700421195,27
8801700401126,MDQxMgo=,1700426286,20
8801700401127,MjQ5Nwo=,1700405547,27
8801700401128,NTczMAo=,1700407394,21
8801700401129,ODY5OQo=,1700425556,26
8801700401130,MDU4MQo=,1700403266,27
8801700401131,NjU4Nwo=,1700404583,26
8801700401132,OTQwMwo=,1700404083,23
8801700401133,MDAxNAo=,1700408046,22
8801700401134,Njg4OQo=,1700410687,21
8801700401135,NzI1Mwo=,1700419155,20
8801700401136,OTA5OQo=,1700413231,25
8801700401137,MDg3NAo=,1700421373,21
8801700401138,NzUyNwo=,1700409176,23
8801700401139,MzM0Ngo=,1700416369,25
8801700401140,Mzk0MQo=,1700418896,26
8801700401141,MDg3MAo=,1700404909,24
8801700401142,MzA0MQo=,1700425683,20
8801700401143,MTgxMAo=,1700423293,22
8801700401144,OTg4Mwo=,1700408111,25
8801700401145,OTEzOAo=,1700419979,22
8801700401146,MzAyMgo=,1700423291,20
8801700401147,MjQ0NQo=,1700410469,24
8801700401148,NzQ3Nwo=,1700410374,22
8801700401149,MTMwOQo=,1700405818,27
8801700401150,MDc1Mgo=,1700404652,26
8801700401151,OTkwNgo=,1700403545,23
8801700401152,NjYwOQo=,1700425173,27
8801700401153,MDE1OQo=,1700405137,21
8801700401154,OTk4Mwo=,1700417036,22
8801700401155,NTY4Ngo=,1700410591,25
8801700401156,NjI2NAo=,1700417532,26
8801700401157,NTA1OAo=,1700409404,25
8801700401158,NTU0OAo=,1700426893,27
8801700401159,OTUyNAo=,1700402512,24
8801700401160,Nzk0Mgo=,1700423064,20
8801700401161,NDI5Mwo=,1700425956,20
8801700401162,MDk1Ngo=,1700402206,26
8801700401163,OTQzNwo=,1700407005,27
8801700401164,OTE0OAo=,1700403138,26
8801700401165,MTYwMgo=,1700428031,23
8801700401166,OTU3NQo=,1700425901,26
8801700401167,MTE0NAo=,1700425358,26
8801700401168,OTU2Mgo=,1700424460,20
8801700401169,NDU3MAo=,1700420702,25
8801700401170,NTYxMAo=,1700407654,22
8801700401171,MDE2OQo=,1700405948,20
8801700401172,MjAzMQo=,1700411396,23
8801700401173,MzIxMQo=,1700414891,27
8801700401174,NzgwMAo=,1700427642,24
8801700401175,NzA3MQo=,1700403803,23
8801700401176,ODIxMQo=,1700406149,24
8801700401177,NTkzOAo=,1700417283,24
8801700401178,NDc5MAo=,1700405696,25
8801700401179,NTIyMwo=,1700402666,24
8801700401180,NDg5OAo=,1700412910,26
8801700401181,OTQyMQo=,1700425889,22
8801700401182,Nzg1MAo=,1700403277,23
8801700401183,OTQ3OQo=,1700411089,25
8801700401184,MDQ2OAo=,1700418049,25
8801700401185,Njg0Nwo=,1700424490,26
8801700401186,MDcyMQo=,1700412148,24
8801700401187,NzAwNgo=,1700424096,21
8801700401188,NzIyNAo=,1700407454,26
8801700401189,MDMxMAo=,1700402782,27
8801700401190,OTk4NQo=,1700411141,22
8801700401191,MTg0OQo=,1700427991,26
8801700401192,OTQwNgo=,1700423204,27
8801700401193,NjExOQo=,1700406526,23
8801700401194,OTU4MQo=,1700415618,25
8801700401195,NzI0MQo=,1700410210,22
8801700401197,MDkwMQo=,1700412462,21
8801700401198,MTIzNQo=,1700409778,22
8801700401199,NzEzOQo=,1700403260,22
8801700401200,MTk3Mwo=,1700424145,25
8801700401201,MDA3MQo=,1700413830,22
8801700401202,MjQ2NAo=,1700413878,27
8801700401203,NjAzOAo=,1700406391,22
8801700401204,MDg4OQo=,1700421015,20
8801700401205,NDg4MQo=,1700412223,27
8801700401206,NjU2OAo=,1700418800,23
8801700401207,NjAwNwo=,1700414478,23
8801700401208,NDU4Nwo=,1700424501,22
8801700401209,OTA2OAo=,1700411977,25
8801700401210,MjEwMwo=,1700419749,26
8801700401211,NDk1OAo=,1700404451,20
8801700401212,NjkxNwo=,1700406143,25
8801700401213,MjkzMQo=,1700418362,20
8801700401214,Mzg4NQo=,1700424402,25
8801700401215,ODA2OAo=,1700410940,22
8801700401216,MzA0Mwo=,1700407458,27
8801700401217,MjkxNgo=,1700421360,27
8801700401218,MzcxMwo=,1700415932,20
8801700401219,NDMwOAo=,1700419583,27
8801700401220,MTA2OAo=,1700413382,20
